name,price
包邮 Python 3.5从零开始学  Python基础教程 Python 入门书 网络,44.50
Python程序设计教程 范建农 9787121320910,22.69
正版包邮 Python金融实战,54.00
Python程序设计入门到实战,58.70
Python高级编程(第2版) 计算机与互联网 书籍,67.60
ABAQUS Python二次开发攻略 CAE分析大系+Abaqus GUI+例,146.10
正版 Python 网络爬虫实战 胡松涛 计算机编程/程序设计 大数据工程师的Python,47.20
包邮 Python零基础入门学习-水木书荟+C语言开发从入门到精通 2册,78.00
教孩子学编程Python语言版 少儿趣味编程 少儿游戏编程 青少年兴趣编程 Python,46.80
预售 Python核心编程 第二版 Python领域经典的开发指南 不可错过的编程实践宝典,71.20
从Python开始学编程 Vamei 电子工业出版社,34.30
【新版】Python程序设计第3版  Python3 爬虫Python核心编程基础教程,49.80
零起点Python机器学习快速入门 何海群 9787121311413,33.63
Python Linux系统管理与自动化运维 计算机与互联网 书箱|6550978,62.30
Python编程从入门到实践python3.0绝技核心编程基础教程网络爬虫入门书籍,59.90
Python设计模式(第2版) 计算机与互联网 书籍,28.40
PySpark实战指南：利用Python和Spark构建数据密集型应用并…|6877019,34.30
Python学习从入门到实践+Python机器学习及实践从零开始通往Kaggle竞赛之路,72.50
Python科学计算(第2版) 张若愚 计算机与互联网 书籍,76.60
"Python学习手册：第4版(涵盖Python2 6和3 X) 鲁特兹,李军,刘红伟 机械",91.20
Python科学计算(第2版)（附光盘）Python科学计算中常用的扩展库NumPy Sc,94.40
Python 语言构建机器学习系统 第2版（影印版）,60.50
Selenium WebDriver3.0 自动化测试框架实战指南 python语言版,49.50
Python编程基础与HTTP接口测试,31.90
预测分析建模：Python与R语言实现,64.90
Python参考手册(第4版 修订版) 计算机与互联网 书籍,58.70
包邮 Python绝技：运用Python成为黑客+Python 黑帽子：黑客与渗透测试,100.00
Python基础教程(第2版 修订版)+机器学习实战 python基础教程指南  Pyt,112.50
正版 Python程序设计入门到实战 特级讲师带你轻松学Python 何敏煌 Python,55.20
包邮 跟老齐学Python：Django实战 +Python新手使用Django架站的,118.00
(正版特价)Python数据分析与挖掘实战 计算机与互联网 书箱|64563,31.00
包邮MicroPython入门指南+micro:bit 入门指南 编程教程书籍,80.80
流畅的Python 计算机与互联网 书籍,111.20
Python物理建模初学者指南,42.20
Python机器学习 预测分析核心算法 计算机与互联网 书籍,45.50
Raspberry Pi编程指南·第2版 基于Python的游戏编程与机器人制作,41.00
Python核心编程 第3版+Python基础教程 全2册 python开发大全,131.00
零起点Python足彩大数据与机器学习实盘分析 Python编程语言书籍 机器学习,69.30
Python Linux系统管理与自动化运维 赖明星 计算机与互联网 书籍,85.40
正版包邮 Python Qt GUI快速编程——PyQt编程指南,54.00
Python爬虫开发与项目实战+Python网络数据采集+用Python写网络爬虫,136.80
Python高级编程-(第2版) 9787115460158,68.50
零起点Python大数据与量化交易 何海群 计算机与互联网 书籍,90.70
流利的Python语言(影印版)(英文版),70.80
Python程序设计,64.90
Python编程快速上手 Python编程从入门到实践python3.0编程从入门到实践,45.50
包邮 精通Scrapy网络爬虫+Python爬虫开发与项目实战 2本,102.80
机器学习系统设计 Python语言实现 计算机与互联网 书籍,56.60
数据结构与算法：Python语言描述 计算机与互联网 书箱|4909472,29.70
零起点Python足彩大数据与机器学习实盘分析 9787121310744,75.20
Selenium自动化测试 基于 Python 语言,67.00
父与子的编程之旅-与小卡特一起学Python (美)桑德//桑德|译者:苏金国//易郑超【,54.51
"正版 零基础学Python(300个实例、64个练习题,超值大容量DVD",64.00
Python计算与编程实践(多媒体方法原书第2版)/计算机科学丛书 正版书籍 (美)古兹迪,57.27
Python Web开发实战 python搭建web服务器 Python编程实践教程书 w,101.27
Python极客项目编程,50.89
Python机器学习实践-测试驱动的开发方法,50.20
Python网络爬虫实战,50.20
1d教孩子学编程Python语言版 零基础学计算机编程教程书籍从入门到精通编程入门教程 P,66.00
父与子的编程之旅(与小卡特一起学Python)/图灵程序设计丛书 正版书籍 (美)桑德//,57.27
Python高级编程-(第2版) 9787115460158,68.50
BF【全新正版】/Python面向对象编程指南9787115405586 人民邮电出版社,67.20
Python+Spark 2 0+Hadoop机器学习与大数据实战 林大贵 清华大学出版社,79.20
L满58包邮Python金融大数据分析 (德)希尔皮斯科|译者:姚军 少儿文学散文经管励志,71.30
tcdPython密码学编程 Python编程实现加密算法的初学者指南 Python编程基,63.00
Python网络爬虫从入门到实践 唐松 陈智铨 9787111578413 机械工业出版社,35.80
【正版】Python数据处理.9787115459190,95.24
21天学通Python,45.40
Python树莓派编程 沃尔弗拉姆 多纳特(Wolfram Donat) 机械工业出版社,40.00
Python机器学习经典实例 计算机网络 程序设计 计算机与互联网 编程语言与程序设计 数,62.00
零起点Python机器学习快速入门 自学Excel增强人工智能AI工程师技术员算法软件基础,48.00
1d现货 Python高手之路 第3版 编程语言OpenStack代码 本书适合各个层次的,58.00
零起点Python足彩大数据与机器学习实盘分析 9787121310744,75.20
Selenium自动化测试 基于 Python 语言,67.00
父与子的编程之旅-与小卡特一起学Python (美)桑德//桑德|译者:苏金国//易郑超【,54.51
"正版 零基础学Python(300个实例、64个练习题,超值大容量DVD",64.00
Python计算与编程实践(多媒体方法原书第2版)/计算机科学丛书 正版书籍 (美)古兹迪,57.27
Python Web开发实战 python搭建web服务器 Python编程实践教程书 w,101.27
Python极客项目编程,50.89
Python机器学习实践-测试驱动的开发方法,50.20
Python网络爬虫实战,50.20
1d教孩子学编程Python语言版 零基础学计算机编程教程书籍从入门到精通编程入门教程 P,66.00
父与子的编程之旅(与小卡特一起学Python)/图灵程序设计丛书 正版书籍 (美)桑德//,57.27
Python高级编程-(第2版) 9787115460158,68.50
人民邮电：Python机器学习经典实例,60.00
L满58包邮Python语言及其应用/图灵程序设计丛书 (美)卢布诺维克|译者:丁嘉瑞//,64.80
L满58包邮零基础学Python(附光盘) 张志强//赵越 计算机文学散文经管励志图书小说,64.80
Python网络爬虫从入门到实践,41.70
Python网络编程攻略 (英) M. O. Faruque Sarker著 人民邮电出版,35.50
Python数据挖掘入门与实践/图灵程序设计丛书 (澳)罗伯特·莱顿|译者:杜春晓 正版书,47.79
EffectivePython(编写高质量Python代码的59个有效方法)/EFFECT,47.79
Python高级编程-(第2版) 9787115460158,68.50
BF【全新正版】/Python面向对象编程指南9787115405586 人民邮电出版社,67.20
Python+Spark 2 0+Hadoop机器学习与大数据实战 林大贵 清华大学出版社,79.20
L满58包邮Python金融大数据分析 (德)希尔皮斯科|译者:姚军 少儿文学散文经管励志,71.30
tcdPython密码学编程 Python编程实现加密算法的初学者指南 Python编程基,63.00
Python网络爬虫从入门到实践 唐松 陈智铨 9787111578413 机械工业出版社,35.80
【正版】Python数据处理.9787115459190,95.24
21天学通Python,45.40
Python树莓派编程 沃尔弗拉姆 多纳特(Wolfram Donat) 机械工业出版社,40.00
Python机器学习经典实例 计算机网络 程序设计 计算机与互联网 编程语言与程序设计 数,62.00
零起点Python机器学习快速入门 自学Excel增强人工智能AI工程师技术员算法软件基础,48.00
1d现货 Python高手之路 第3版 编程语言OpenStack代码 本书适合各个层次的,58.00
Python高级编程-(第2版) 9787115460158,68.50
零起点Python足彩大数据与机器学习实盘分析 9787121310744,75.20
Selenium自动化测试 基于 Python 语言,67.00
父与子的编程之旅-与小卡特一起学Python (美)桑德//桑德|译者:苏金国//易郑超【,54.51
"正版 零基础学Python(300个实例、64个练习题,超值大容量DVD",64.00
Python计算与编程实践(多媒体方法原书第2版)/计算机科学丛书 正版书籍 (美)古兹迪,57.27
Python Web开发实战 python搭建web服务器 Python编程实践教程书 w,101.27
Python极客项目编程,50.89
Python机器学习实践-测试驱动的开发方法,50.20
Python网络爬虫实战,50.20
1d教孩子学编程Python语言版 零基础学计算机编程教程书籍从入门到精通编程入门教程 P,66.00
父与子的编程之旅(与小卡特一起学Python)/图灵程序设计丛书 正版书籍 (美)桑德//,57.27
零起点Python足彩大数据与机器学习实盘分析 9787121310744,75.20
Selenium自动化测试 基于 Python 语言,67.00
父与子的编程之旅-与小卡特一起学Python (美)桑德//桑德|译者:苏金国//易郑超【,54.51
"正版 零基础学Python(300个实例、64个练习题,超值大容量DVD",64.00
Python计算与编程实践(多媒体方法原书第2版)/计算机科学丛书 正版书籍 (美)古兹迪,57.27
Python Web开发实战 python搭建web服务器 Python编程实践教程书 w,101.27
Python极客项目编程,50.89
Python机器学习实践-测试驱动的开发方法,50.20
Python网络爬虫实战,50.20
1d教孩子学编程Python语言版 零基础学计算机编程教程书籍从入门到精通编程入门教程 P,66.00
父与子的编程之旅(与小卡特一起学Python)/图灵程序设计丛书 正版书籍 (美)桑德//,57.27
Python高级编程-(第2版) 9787115460158,68.50
人民邮电：Python机器学习经典实例,60.00
L满58包邮Python语言及其应用/图灵程序设计丛书 (美)卢布诺维克|译者:丁嘉瑞//,64.80
L满58包邮零基础学Python(附光盘) 张志强//赵越 计算机文学散文经管励志图书小说,64.80
Python网络爬虫从入门到实践,41.70
Python网络编程攻略 (英) M. O. Faruque Sarker著 人民邮电出版,35.50
Python数据挖掘入门与实践/图灵程序设计丛书 (澳)罗伯特·莱顿|译者:杜春晓 正版书,47.79
EffectivePython(编写高质量Python代码的59个有效方法)/EFFECT,47.79
零起点Python足彩大数据与机器学习实盘分析 9787121310744,75.20
Selenium自动化测试 基于 Python 语言,67.00
父与子的编程之旅-与小卡特一起学Python (美)桑德//桑德|译者:苏金国//易郑超【,54.51
"正版 零基础学Python(300个实例、64个练习题,超值大容量DVD",64.00
Python计算与编程实践(多媒体方法原书第2版)/计算机科学丛书 正版书籍 (美)古兹迪,57.27
Python Web开发实战 python搭建web服务器 Python编程实践教程书 w,101.27
Python极客项目编程,50.89
Python机器学习实践-测试驱动的开发方法,50.20
Python网络爬虫实战,50.20
1d教孩子学编程Python语言版 零基础学计算机编程教程书籍从入门到精通编程入门教程 P,66.00
父与子的编程之旅(与小卡特一起学Python)/图灵程序设计丛书 正版书籍 (美)桑德//,57.27
BF【全新正版】/Python面向对象编程指南9787115405586 人民邮电出版社,67.20
Python+Spark 2 0+Hadoop机器学习与大数据实战 林大贵 清华大学出版社,79.20
L满58包邮Python金融大数据分析 (德)希尔皮斯科|译者:姚军 少儿文学散文经管励志,71.30
tcdPython密码学编程 Python编程实现加密算法的初学者指南 Python编程基,63.00
Python网络爬虫从入门到实践 唐松 陈智铨 9787111578413 机械工业出版社,35.80
【正版】Python数据处理.9787115459190,95.24
21天学通Python,45.40
Python树莓派编程 沃尔弗拉姆 多纳特(Wolfram Donat) 机械工业出版社,40.00
Python机器学习经典实例 计算机网络 程序设计 计算机与互联网 编程语言与程序设计 数,62.00
